ngram,freq,cumshare,en
בנושאי,1456,0.783,on my subjects
החולצה,1456,0.783,the shirt
מוכרחה,1455,0.783,must
חניכי,1455,0.783,apprentices
במושבה,1455,0.783,in the colony
גולן,1455,0.783,Golan
ההיגד,1455,0.783,the saying
קשיים,1455,0.783,difficulties
גבירתי,1455,0.783,madam
הבכור,1455,0.783,the eldest
בהתנחלויות,1454,0.783,in the settlements
מגוונות,1454,0.783,diverse
תיאורו,1454,0.783,his description
הקולנועי,1454,0.783,the cinematic
בהווה,1454,0.783,in the present
ןימ,1454,0.783,Nim
העותמאנית,1454,0.783,the ottoman
זיק,1454,0.783,spark
מסיבת,1454,0.783,a party
לנרטיב,1454,0.783,to the narrative
דורון,1453,0.783,Doron
הסבירה,1453,0.783,the explanation
חלפו,1453,0.783,have passed
הנידונה,1453,0.783,the condemned
מתמיד,1453,0.783,perpetual
הגדרתה,1453,0.783,its definition
לתובע,1453,0.783,to the plaintiff
מדור,1453,0.783,section
המשפס,1452,0.783,the sensor
מתקפת,1452,0.783,attack
המועד,1452,0.783,the deadline
שירתו,1452,0.783,served
הקפיטליסטית,1452,0.783,the capitalist
שאיפה,1452,0.783,air intake
הכחול,1451,0.783,the blue
רפורמות,1451,0.783,reforms
הפסק,1451,0.783,stop
להדליק,1451,0.783,turn up
הארצית,1451,0.783,the country
מרשימות,1451,0.783,impressive
האוריינטציה,1451,0.783,the orientation
והבנייה,1451,0.784,and the construction
תלמידו,1451,0.784,his student
מסמך,1451,0.784,document
קונסנזוס,1451,0.784,consensus
ההכרח,1451,0.784,the necessity
גרוש,1450,0.784,divorcee
ביצה,1450,0.784,egg
עזאם,1450,0.784,Azzam
התקנון,1450,0.784,the regulations
הצוואה,1450,0.784,the will
שניות,1450,0.784,seconds
החילונים,1450,0.784,the secular
מלמדים,1450,0.784,teach
האהרון,1450,0.784,Aaron
נרתם,1450,0.784,harnessed
פגזים,1449,0.784,shells
צוותי,1449,0.784,teams
המשכתי,1449,0.784,I continued
סלים,1449,0.784,baskets
הסוציאל,1449,0.784,the social
לט,1449,0.784,Lt
בדם,1449,0.784,in the blood
בחקלאות,1448,0.784,in agriculture
הסוגיא,1448,0.784,the issue
איגרות,1448,0.784,letters
םוש,1448,0.784,Sush
בעירייה,1448,0.784,in the municipality
לעיריית,1448,0.784,to the municipality
בעייפות,1448,0.784,tired
צפויה,1448,0.784,expected
סביבו,1448,0.784,around him
םינש,1447,0.784,Sinesh
לכדורגל,1447,0.784,for football
בתפוצה,1447,0.784,in circulation
לסיים,1447,0.784,to finish
פטרוס,1447,0.784,Peter
המעצבת,1447,0.784,the designer
כקצין,1446,0.784,as an officer
מעורבים,1446,0.784,involved
בייר,1446,0.784,Bair
בולטת,1446,0.784,stands out
המופתי,1446,0.784,the mufti
חשיבותה,1446,0.784,its importance
מאהר,1446,0.785,Maher
נהרג,1446,0.785,was killed
האתי,1446,0.785,I came
ביצירותיו,1446,0.785,in his works
המדעי,1445,0.785,the scientific
נתפשת,1445,0.785,caught
האזרחיים,1445,0.785,the civilians
פילוסופית,1445,0.785,philosophical
דחוימב,1445,0.785,Dahuimb
הקוסם,1445,0.785,the magician
יקרא,1445,0.785,will read
החיצוניים,1445,0.785,the external ones
לשיקום,1445,0.785,for rehabilitation
הממונה,1445,0.785,the supervisor
מנדלסון,1444,0.785,Mendelssohn
להלוטין,1444,0.785,to hell
בניתוח,1444,0.785,in surgery
מעכב,1444,0.785,delaying
בפרקליטות,1444,0.785,at the prosecutor's office
הצפונית,1444,0.785,the northern
החלל,1443,0.785,the space
המוכרת,1443,0.785,the seller
סיטואציה,1443,0.785,situation
מאמצע,1443,0.785,from the middle
המערערת,1443,0.785,the appellant
בדק,1443,0.785,checked
מהנהנת,1443,0.785,nodding
הפועלות,1442,0.785,the operatives
מירושלים,1442,0.785,from Jerusalem
גיורא,1442,0.785,Giora
מתבונן,1442,0.785,watching
בסיור,1442,0.785,on tour
זקוקים,1442,0.785,need
לכלול,1442,0.785,include
הכדורים,1442,0.785,the balls
יאכל,1442,0.785,eat
הנבואה,1442,0.785,the prophecy
מפחדת,1442,0.785,scared
סדיר,1442,0.785,regular
שחוו,1442,0.785,experienced
שקודם,1441,0.785,which preceded
ושאל,1441,0.785,and asked
היכל,1441,0.785,hall
בגבה,1441,0.786,on her back
מגרמניה,1441,0.786,from Germany
הייב,1441,0.786,have
נישואין,1441,0.786,marriage
מודרניזם,1441,0.786,modernism
הרתיעה,1441,0.786,the reluctance
בעתירה,1440,0.786,in the petition
קפלן,1440,0.786,Kaplan
מנחת,1440,0.786,damper
גנסין,1440,0.786,Ganesin
בפסח,1440,0.786,on Passover
מתבטאת,1440,0.786,expressing herself
האתניים,1440,0.786,the ethnic
קניון,1440,0.786,shopping mall
בוכה,1440,0.786,crying
והגיש,1440,0.786,and submitted
מצחיקה,1440,0.786,funny
התחבורה,1439,0.786,the transportation
לחוקה,1439,0.786,to the constitution
שמקבל,1439,0.786,who receives
אמאדיש,1439,0.786,Amadish
עוקב,1439,0.786,following
הצלחתי,1439,0.786,I succeeded
לתקוף,1438,0.786,attack
ניגן,1438,0.786,played
בטכניון,1438,0.786,at the Technion
ורוח,1438,0.786,and spirit
המפרקת,1438,0.786,the joint
נפלה,1438,0.786,fell
זיכרונותיו,1438,0.786,his memories
בבד,1438,0.786,in cloth
רפואית,1438,0.786,Medically
הצרפתים,1438,0.786,the french
המשפחתית,1438,0.786,the family
אתנית,1437,0.786,ethnic
ישראליים,1437,0.786,Israelis
מהיר,1437,0.786,fast
לבינה,1437,0.786,to her
פלשתינאית,1437,0.786,Palestinian
הפדגוגי,1437,0.786,the pedagogical
השמ,1437,0.786,the name
אירופים,1437,0.786,Europeans
ג'י,1437,0.786,G
הצבעוניים,1437,0.786,the colorful ones
והתשעים,1436,0.787,and the nineties
המצפון,1436,0.787,the conscience
ששירתו,1436,0.787,who served
מולי,1436,0.787,in front of me
בנימיני,1436,0.787,Benjamin
"ביה""ד",1436,0.787,at the hospital
הסיפורית,1436,0.787,the narrative
החמישי,1436,0.787,the fifth
ומחייך,1436,0.787,and smiling
הידידים,1435,0.787,the friends
שכונות,1435,0.787,neighborhoods
בכסף,1435,0.787,in money
גורמת,1435,0.787,causing
סליחה,1435,0.787,sorry
בלימודים,1435,0.787,in studies
חבורת,1435,0.787,a bunch
בעיניהם,1435,0.787,in their eyes
הוטל,1435,0.787,was imposed
עתליה,1435,0.787,Atlia
הסמוכים,1435,0.787,the nearby ones
צפת,1435,0.787,Zefat
חמשה,1434,0.787,five
ורבים,1434,0.787,and many
דונם,1434,0.787,one acre
חילונית,1434,0.787,secular
ניתנים,1434,0.787,are given
הפיקוד,1434,0.787,the command
שיבוץ,1434,0.787,scheduling
כעס,1434,0.787,anger
ביוזמתו,1434,0.787,on his own initiative
במועדון,1434,0.787,in Da Club
כלליות,1434,0.787,generality
הסוגה,1433,0.787,the species
התקשורתית,1433,0.787,the media
אקטואלית,1433,0.787,topical
הזיקוק,1433,0.787,the distillation
הסוף,1433,0.787,the end
יתרון,1432,0.787,advantage
מתקיימים,1432,0.787,are held
"רמב""ן",1432,0.787,Ramban
האתני,1432,0.787,the ethnic
בכתיבתו,1432,0.787,in his writing
הופעתי,1432,0.787,I appeared
ממייסדי,1432,0.788,one of my founders
שלפניו,1432,0.788,in front of him
אלול,1432,0.788,Elul
הודיעו,1432,0.788,informed
מהותה,1432,0.788,its essence
המכוננת,1432,0.788,the constituent
מצדי,1432,0.788,from my side
קרועות,1432,0.788,torn
הגברי,1431,0.788,the male
קומי,1431,0.788,comical
אובייקט,1431,0.788,object
גיור,1431,0.788,conversion
מכם,1431,0.788,radar
חשה,1431,0.788,felt
שעיצבו,1431,0.788,who designed
יבנאלי,1431,0.788,Yavnali
בנק,1431,0.788,bank
במערה,1431,0.788,in a cave
להביע,1431,0.788,to express
בספרים,1431,0.788,in the books
פסיכולוגית,1431,0.788,psychologically
אתך,1430,0.788,with you
בסכסוכים,1430,0.788,in conflicts
חיבורי,1430,0.788,connections
הטימה,1430,0.788,Tima
טומאת,1430,0.788,impurity
"זצוק""ל",1430,0.788,Zatzukal
אוך,1430,0.788,Ouch
היוצר,1430,0.788,author
ךכב,1430,0.788,star
תיאודור,1430,0.788,Theodore
מוזיקת,1430,0.788,music
נקלטו,1430,0.788,were absorbed
פרנצי,1430,0.788,Franzi
המשכילית,1430,0.788,the educated
במזנון,1429,0.788,in the buffet
מציאותו,1429,0.788,its reality
הרקע,1428,0.788,the background
הפרוזה,1428,0.788,the prose
הסונטה,1428,0.788,the sonnet
התנועתית,1428,0.788,the movement
הוריי,1428,0.788,my parents
לנוצרים,1428,0.788,to Christians
לסקוב,1428,0.788,Laskov
סופיה,1428,0.789,Sofia
שמת,1428,0.789,who died
מקיימים,1428,0.789,maintain
ההדרים,1428,0.789,the citrus fruits
מהווים,1428,0.789,constitute
בתמוז,1428,0.789,in Tammuz
לקולקטיב,1427,0.789,to the collective
"הרה""ח",1427,0.789,the currency
הכבד,1427,0.789,the liver
הוועדים,1427,0.789,the committees
ההיסטוריון,1427,0.789,the historian
לעברם,1427,0.789,towards them
עולמם,1427,0.789,their world
התלמודיים,1427,0.789,The Talmudic
התזה,1427,0.789,splash
רץ,1427,0.789,running
הפשוט,1427,0.789,the simple
גלנטי,1427,0.789,elegant
המסכה,1426,0.789,the mask
השילוב,1426,0.789,the combination
הנחושת,1426,0.789,the copper
"אצ""ל",1426,0.789,at
להקדים,1426,0.789,precede
צלילי,1426,0.789,tonal
וחזר,1426,0.789,and returned
מרכזיות,1426,0.789,centrality
ההקשרים,1426,0.789,the contexts
דימת,1426,0.789,Dimat
כאירוע,1426,0.789,as an event
דראש,1426,0.789,a threshing floor
הגרעיני,1426,0.789,the nuclear
שניהל,1426,0.789,who managed
הסכנה,1426,0.789,the danger
ומשמע,1425,0.789,and means
גזרת,1425,0.789,cut off
האסיר,1425,0.789,the prisoner
התפטר,1425,0.789,resigned
בהיסוס,1425,0.789,hesitantly
נוהגת,1425,0.789,driving
ואור,1425,0.789,and light
בישיבות,1425,0.789,at meetings
מחזות,1425,0.789,plays
הורי,1425,0.789,my parents
שידר,1425,0.789,transmitted
שהערבים,1424,0.79,that the Arabs
מושב,1424,0.79,session
מחייך,1424,0.79,smiling
דימויי,1424,0.79,my images
שריית,1424,0.79,Shariat
אנשינו,1424,0.79,our people
מורי,1424,0.79,Murray
הממלוכית,1424,0.79,Mamluk
קלים,1424,0.79,are easy
עלובים,1424,0.79,wretched
תפילתו,1423,0.79,his prayer
שענין,1423,0.79,that matter
םשל,1423,0.79,a mess
המחאה,1423,0.79,check
הניקוד,1423,0.79,the score
בשלבים,1423,0.79,in stages
דנה,1423,0.79,Dana
המקבל,1423,0.79,the receiver
שאמו,1423,0.79,his mother
הועד,1423,0.79,the committee
שמחוץ,1423,0.79,outside
השמן,1423,0.79,the oil
לאנשי,1423,0.79,to my people
תיבב,1423,0.79,whimper
עקרוני,1423,0.79,fundamental
הסימבולי,1422,0.79,the symbolic
מתפלל,1422,0.79,praying
בראיונות,1422,0.79,in interviews
הדלקת,1422,0.79,the kindling
אמריקאית,1421,0.79,American
הבשורה,1421,0.79,the gospel
התם,1421,0.79,them
מיכאלי,1421,0.79,Michaeli
למקדש,1421,0.79,to the temple
קצרים,1421,0.79,short ones
מהימנות,1421,0.79,reliability
דכתר,1421,0.79,a doctor
דץ,1421,0.79,Dats
שחיטה,1421,0.79,slaughter
חדאד,1421,0.79,Haddad
הילה,1420,0.79,Hila
בזהירות,1420,0.79,cautiously
האלוהי,1420,0.79,the divine
פיוטית,1420,0.79,poetic
עבדי,1420,0.791,slave
רומקובסקי,1420,0.791,Rumkowski
ביציע,1420,0.791,in the stands
במפגש,1420,0.791,in the meeting
הילידים,1420,0.791,the natives
רמות,1420,0.791,levels
לקבוצות,1420,0.791,for groups
דינה,1420,0.791,Dina
בבר,1420,0.791,at the bar
אחה,1420,0.791,sister
במחיר,1419,0.791,at the price
ברנדייס,1419,0.791,Brandeis
הערעור,1419,0.791,the appeal
ברומאן,1419,0.791,in the novel
לבעיית,1419,0.791,to the problem
קטעה,1419,0.791,she interrupted
הפופולרית,1419,0.791,the popular
כתבות,1419,0.791,articles
מהירות,1419,0.791,speed
שהוקם,1419,0.791,established
התשלומים,1418,0.791,the payments
בתקשורת,1418,0.791,in the media
והמאבק,1418,0.791,and the struggle
חילוניים,1418,0.791,secular
בחודשים,1418,0.791,in months
הגמלה,1418,0.791,the benefit
מיתאר,1418,0.791,describes
מחסום,1418,0.791,block
והשנייה,1418,0.791,and the second
במכללת,1418,0.791,in college
"הרה""ג",1418,0.791,H.R.G
השתלבותם,1418,0.791,their integration
"כ""ה",1418,0.791,so
אוסקר,1418,0.791,Oscar
משפהה,1417,0.791,Mishpah
הקונספציה,1417,0.791,the conception
הפחות,1417,0.791,the least
"ח""כ",1417,0.791,MK
אלבר,1417,0.791,Albert
הכנסתי,1417,0.791,I put
"ר""ת",1417,0.791,R.T
בבוקובינה,1417,0.791,in Bukovina
מרחק,1417,0.791,distance
יחידים,1417,0.791,individuals
כמקור,1417,0.792,as a source
ההכרזה,1417,0.792,the announcement
כתפי,1417,0.792,my shoulders
הרווחים,1416,0.792,the profits
הבישוף,1416,0.792,the bishop
מערבה,1416,0.792,westwards
עבריין,1416,0.792,offender
בפולנית,1416,0.792,in polish
ששמע,1416,0.792,who heard
בעולמו,1415,0.792,in his world
מציגים,1415,0.792,present
ההגות,1415,0.792,the thoughts
שיאפשר,1415,0.792,to allow
מקרוב,1415,0.792,up close
חוללו,1415,0.792,desecrated
ליהודי,1415,0.792,for a Jew
תלויות,1415,0.792,dependent
האידאה,1415,0.792,the idea
לשוות,1415,0.792,compare
טקסטואלי,1414,0.792,textual
במרכזו,1414,0.792,in its center
המצוק,1414,0.792,the cliff
המלא,1414,0.792,the full
חוט,1414,0.792,wire
הגרסה,1414,0.792,version
שלכאורה,1414,0.792,apparently
המעניקה,1414,0.792,the giver
דרמתי,1414,0.792,dramatic
מושיט,1414,0.792,reaching out
חריף,1414,0.792,sharp
הזעזוע,1414,0.792,the shock
ספריו,1413,0.792,his books
בתשע,1413,0.792,at nine
להשגת,1413,0.792,to obtain
בהליכי,1413,0.792,in proceedings
מהתרגשות,1413,0.792,from excitement
מודיעיני,1413,0.792,intelligence
אסכולה,1413,0.792,school
מובאת,1413,0.792,is brought
במלוא,1413,0.792,in full
הסטודיו,1413,0.792,the studio
יאדו,1413,0.792,Yado
המכוננים,1413,0.792,the founders
ןכלו,1413,0.792,included
השחיתות,1413,0.793,the corruption
האיכר,1413,0.793,the farmer
בעולמם,1412,0.793,in their world
שבתאי,1412,0.793,Saturn
"ח""ג",1412,0.793,holiday
בפיתוח,1412,0.793,in development
הפריון,1412,0.793,the fertility
לרדיו,1412,0.793,to the radio
שכבה,1412,0.793,layer
שהוציא,1411,0.793,that issued
שתיהן,1411,0.793,both
מנהיגיה,1411,0.793,its leaders
פעילותם,1411,0.793,their activity
להוריה,1411,0.793,to her parents
המיתולוגי,1411,0.793,the mythological
שחלו,1411,0.793,they fell ill
מיסטיות,1410,0.793,Mysticism
הרשמית,1410,0.793,the official
מחצית,1410,0.793,half
המוסיקלי,1410,0.793,the musical
ההתהוות,1410,0.793,the formation
שכזה,1410,0.793,such a
השבועה,1409,0.793,the oath
שהחולם,1409,0.793,that the dreamer
הנרייטה,1409,0.793,Henrietta
תכרעמ,1409,0.793,kneel down
םאה,1409,0.793,Sah
אפשטיין,1409,0.793,Epstein
ולרגע,1409,0.793,and for a moment
אחרונים,1409,0.793,last ones
גרמה,1409,0.793,caused
הפוריות,1408,0.793,fertility
קצבאות,1408,0.793,allowances
נשית,1408,0.793,feminine
הג',1408,0.793,the g
התזכיר,1408,0.793,the memo
לערעורים,1408,0.793,for appeals
אחותי,1408,0.793,my sister
והילד,1408,0.793,and the boy
קהלת,1408,0.793,Ecclesiastes
"אב""ד",1408,0.793,lost
הפתק,1408,0.793,the note
נפער,1408,0.793,will open
ארנולד,1407,0.793,Arnold
המדות,1407,0.793,the measures
האלקית,1407,0.794,the goddess
השומרונית,1407,0.794,the Samaritan
תיכון,1407,0.794,High School
הסיפר,1407,0.794,told
התנועות,1407,0.794,the movements
קווי,1407,0.794,lines
שבץ,1407,0.794,Embed
לבטלה,1407,0.794,to cancel
לעו,1407,0.794,to
שאחרי,1407,0.794,that after
אויב,1407,0.794,enemy
שקיבלה,1407,0.794,received
ממלמלת,1406,0.794,murmuring
המברק,1406,0.794,the telegram
למשטרה,1406,0.794,to the police
הצמחייה,1406,0.794,the vegetation
כחולות,1406,0.794,blues
הזכוכית,1406,0.794,the glass
הוץ,1406,0.794,hotz
הציפורים,1406,0.794,the birds
רומז,1406,0.794,implying
יבמות,1405,0.794,yavmas
יוזמי,1405,0.794,enterprising
הדרומית,1405,0.794,the southern
לחשוף,1405,0.794,reveal
עצומה,1405,0.794,petition
חוגים,1405,0.794,classes
מלטף,1405,0.794,caressing
סגור,1405,0.794,closed
מבחן,1405,0.794,a test
תדע,1405,0.794,you will know
הרווח,1405,0.794,the profit
עמירה,1405,0.794,Amira
טהורה,1405,0.794,pure
והונחה,1405,0.794,and placed
פאולה,1404,0.794,Paula
מתמשך,1404,0.794,continual
הפואטית,1404,0.794,the poetic
שבית,1404,0.794,sabbath
